strassenschluessel,strassenname,stadtteilschluessel,stadtteilname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
03176,Venloer Str.,401,Ehrenfeld,50825,0377,0567,0350a,0550
03176,Venloer Str.,403,Bickendorf,50827,0569,0867a,0624,0844
03176,Venloer Str.,404,Vogelsang,50829,0877,1079,1000,1152
03176,Venloer Str.,405,Bocklemünd/Mengenich,50829,1271,1435,1210,1410
03177,Venloer Wall,104,Neustadt/Nord,50672,0013,0019,,
03178,Vereinsstr.,802,Kalk,51103,0001,0039,0002,0028
03179,Vernicher Str.,204,Raderthal,50968,0001,0015,0020,0034
03180,Victoriastr.,103,Altstadt/Nord,50668,,,0002,0016
03180,Victoriastr.,103,Altstadt/Nord,50670,0015,0025,0020,0030
03181,Viersener Str.,501,Nippes,50733,0001,0019,0002,0032
03182,Vietorstr.,802,Kalk,51103,0001,0091,0002,0112
03183,Viktor-Schnitzler-Str.,303,Lindenthal,50935,0001,0045,0002,0012
03184,Vincenz-Statz-Str.,304,Braunsfeld,50933,0001,0025,0002,0026
03185,Vincenzstr.,901,Mülheim,51065,0005,0029,0002,0028
03186,Vingster Ring,803,Vingst,51107,0009,0009,0000,
03190,Virchowstr.,303,Lindenthal,50935,0001,0035,0002,0036
03191,Vischeringstr.,904,Holweide,51067,0001,0029,0012,0040
03192,Vitalisstr.,305,Müngersdorf,50933,0293,0391,0318,0422
03192,Vitalisstr.,403,Bickendorf,50827,0017,0229,0010,0290
03192,Vitalisstr.,404,Vogelsang,50829,0261,0261,0308,0316
03194,Vochemer Str.,205,Zollstock,50969,0001,0017,0002,0026
03195,Vogelsanger Markt,404,Vogelsang,50829,0001,0003,0002,0004
03196,Vogelsanger Str.,104,Neustadt/Nord,50672,0001,0001,0002,0004
03196,Vogelsanger Str.,401,Ehrenfeld,50823,0003,0183b,0010,0162
03196,Vogelsanger Str.,401,Ehrenfeld,50825,0185,0295,0192,0326
03196,Vogelsanger Str.,403,Bickendorf,50825,,,0330,0332
03196,Vogelsanger Str.,403,Bickendorf,50827,0365,0387,0340,0406
03196,Vogelsanger Str.,404,Vogelsang,50829,0413,0545,0448,0550
03197,Vogelsanger Weg,405,Bocklemünd/Mengenich,50829,,,,
03198,Vogesenstr.,507,Bilderstöckchen,50739,0001,0031,0002,0048
03199,Vogteistr.,103,Altstadt/Nord,50670,0015,0031,0002,0018
03201,Voigtelstr.,304,Braunsfeld,50933,0001,0031,0002,0026
03202,Volberger Weg,808,Rath/Heumar,51107,0001,0017,0004,0020
03203,Volkerweg,502,Mauenheim,50739,0001,0011,0002,0012
03204,Volkhovener Weg,506,Longerich,50739,0011,0013,,
03204,Volkhovener Weg,604,Heimersdorf,50767,0043,0169,0090,0182
03204,Volkhovener Weg,608,Volkhoven/Weiler,50765,0187,0221,0184,0232
03205,Volksgartenstr.,102,Neustadt/Süd,50677,0001,0027,0002,0070
03206,Fritz-Encke-Volkspark,204,Raderthal,50968,,,,
03207,Volmeweg,906,Höhenhaus,51061,0001,0013,0002,0012
03208,Volpertusstr.,801,Humboldt/Gremberg,51105,0001,0009,0002,0020
03209,Voltastr.,902,Buchforst,51065,0003,0003,0018,0070
03210,Von-Bodelschwingh-Str.,906,Höhenhaus,51061,0001,0019b,0002,0024
03211,Vondelstr.,102,Neustadt/Süd,50677,0005,0055,0002,0064
03212,Von-der-Leyen-Str.,905,Dellbrück,51069,0017,0051,0018,0056
03213,Von-Diergardt-Str.,907,Dünnwald,51069,0001,0087,0006,0064
03214,Von-Eltz-Platz,806,Merheim,51109,0001,0001a,0002,0008
03215,Herbert-Liebertz-Weg,105,Deutz,50679,,,,
03216,Von-Galen-Str.,901,Mülheim,51063,0001,0121,0002,0098a
03217,Von-Groote-Str.,202,Marienburg,50968,0007,0063,0028,0064
03218,Von-Ketteler-Str.,906,Höhenhaus,51061,0001,0095a,0002,0088
03219,Von-Lauff-Str.,303,Lindenthal,50931,0003,0017,0002,0016
03220,Von-Lohe-Str.,901,Mülheim,51063,0001,0017,0002,0020
03221,Von-Quadt-Str.,905,Dellbrück,51069,0005,0179,0004,0194
03222,Von-Sandt-Platz,105,Deutz,50679,0001,0011,0002,0012
03223,Von-Sparr-Str.,901,Mülheim,51063,0001,0037b,0008,0078
03224,Von-Werth-Str.,103,Altstadt/Nord,50670,0001,0057,0004,0050
03225,Vor den Siebenburgen,101,Altstadt/Süd,50676,0027,0073,0002,0076
03226,Vor der Heide,808,Rath/Heumar,51107,0003,0003,0002,0010
03227,Vorgebirgsglacisweg,205,Zollstock,50969,,,,
03228,Vorgebirgsplatz,205,Zollstock,50969,,,0002,0016
03229,Vorgebirgstr.,102,Neustadt/Süd,50677,0001,0065,0010,0022
03229,Vorgebirgstr.,205,Zollstock,50969,0097,0275,0076,0372
03230,Vorgebirgswall,102,Neustadt/Süd,50677,0029,0029,0004,0008
03231,Vor Selkoren,907,Dünnwald,51069,0001,0037,0002,0016
03232,Vorsterstr.,802,Kalk,51103,0021,0103,0038,0086e
03233,Vor St.Martin,101,Altstadt/Süd,50667,0001,0001,,
03233,Vor St.Martin,103,Altstadt/Nord,50667,,,0008,0012
03234,Vulkanstr.,505,Weidenpesch,50735,0003,0017,0002,0012
03235,Wacholderweg,403,Bickendorf,50827,0001,0003,0002,0004
03236,Wachtelweg,404,Vogelsang,50829,0001,0027,0002,0016
03237,Wahlenstr.,401,Ehrenfeld,50823,0001,0043,0002,0064
03238,Wahlscheider Str.,807,Brück,51109,0001,0049,0002,0018
03239,Wahner Str.,105,Deutz,50679,0001,0027,0002,0012
03240,Waidmarkt,101,Altstadt/Süd,50676,0001,0011a,0002,0026
03241,Waisenhausgasse,101,Altstadt/Süd,50676,0001,0067,0002,0070
03242,Walberberger Str.,205,Zollstock,50969,0001,0005,0002,0006
03243,Waldbröler Str.,807,Brück,51109,0001,0053,0002,0012
03244,Waldecker Platz,902,Buchforst,51065,,,,
03245,Waldecker Str.,902,Buchforst,51065,0011,0059,0040,0060
03246,Waldemarstr.,805,Ostheim,51107,0005,0015,0002,0020
03247,Waldfriedstr.,504,Niehl,50735,0001,0007,,
03248,Waldhausstr.,905,Dellbrück,51069,0001,0041,0004,0050
03249,Waldorfer Str.,205,Zollstock,50969,0001,0007,0002,0010
03250,Waldsiedlung Heidgen,907,Dünnwald,51069,0001,0005,0002,0004
03251,Waldstr.,803,Vingst,51107,0001,0067,0002,0060
03252,Walhallplatz,808,Rath/Heumar,51107,,,,
03253,Walhallstr.,808,Rath/Heumar,51107,0001,0045,0002,0070
03254,Wallensteinstr.,904,Holweide,51067,0001,0027,0002,0012
03255,Walliser Weg,901,Mülheim,51063,0001,0015,0002,0018
03256,Wallrafplatz,103,Altstadt/Nord,50667,0001,0009,0002,0070
03257,Wallstr.,901,Mülheim,51063,0001,0155,0002,0128
03258,Walter-Binder-Weg,305,Müngersdorf,50933,,,,
03259,Walter-Dodde-Weg,611,Roggendorf/Thenhoven,50769,0001,0019,0002,0004
03260,Waltharistr.,105,Deutz,50679,0001,0021,0004,0014
03261,Waltherstr.,905,Dellbrück,51069,0049,0089,0076,0080
03262,Wandsbeker Str.,506,Longerich,50737,0001,0009,0002,0010
03263,Warsteiner Str.,806,Merheim,51109,0005,0011a,0002,0002
03264,Wartburgplatz,501,Nippes,50733,0001,0013,0006,0014
03265,Wartburgstr.,501,Nippes,50733,0001,0011,0002,0016
03266,Wasserwerkstr.,904,Holweide,51067,,,,
03266,Wasserwerkstr.,905,Dellbrück,51067,0005,0059,0002,0012
03267,Waterloostr.,501,Nippes,50733,0001,0013,0002,0012
03268,Wattstr.,801,Humboldt/Gremberg,51105,0009,0043,0012,0044
03269,Weberstr.,101,Altstadt/Süd,50676,0029,0031,0000,
03270,Wedekindstr.,405,Bocklemünd/Mengenich,50829,0001,0013,0002,0008
03271,Wehrgasse,103,Altstadt/Nord,50667,0001,0003,0002,0002
03272,Weidengasse,103,Altstadt/Nord,50668,0001,0089,0002,0076
03273,Weidenpescher Str.,504,Niehl,50735,0001,0099,0002,0052
03274,Weidenweg,701,Poll,51105,0037,0051a,0022,0054
03274,Weidenweg,702,Westhoven,51105,0085,0087,0100,0100
03275,Weilburger Str.,801,Humboldt/Gremberg,51105,0001,0019,0002,0014
03276,Weilerswister Str.,204,Raderthal,50968,0001,0029,0002,0008
03277,Weilerweg,608,Volkhoven/Weiler,50765,0001,0095,0002,0098
03278,Weimarer Platz,804,Höhenberg,51103,,,,
03279,Weimarer Str.,804,Höhenberg,51103,0001,0073,0002,0068
03280,Weingartengasse,701,Poll,51105,0001,0095,0004,0098
03281,Weinheimer Str.,805,Ostheim,51107,0003,0027,0002,0022
03282,Weinsbergstr.,401,Ehrenfeld,50823,0101,0189,0070,0188
03282,Weinsbergstr.,401,Ehrenfeld,50825,0191,0193,0190,0190a
03283,Weismantelweg,809,Neubrück,51109,0001,0019,0002,0026
03284,Weißdornweg,403,Bickendorf,50827,0001,0113,0002,0130
03285,Weißenburgstr.,104,Neustadt/Nord,50670,0001,0065,0002,0080
03287,Weißhausstr.,302,Sülz,50939,0001,0027,0020,0050
03288,Wellesberger Weg,604,Heimersdorf,50767,0001,0011,0002,0012
03289,Wendelinstr.,305,Müngersdorf,50933,0001,0095,0008,0120
03290,Werderstr.,104,Neustadt/Nord,50672,0001,0039,0002,0064
03291,Werheider Str.,905,Dellbrück,51069,0001,0021,0002,0020
03292,Werkstattstr.,501,Nippes,50733,0001,0111,0002,0120
03293,Wermelskircher Str.,105,Deutz,50679,,,,
03294,Wernigeroder Weg,906,Höhenhaus,51061,0001,0007,0002,0008
03295,Werntgenstr.,805,Ostheim,51107,0001,0039,0004,0042
03296,Werthmannstr.,303,Lindenthal,50935,0001,0023,0002,0044
03297,Werthweg,612,Worringen,50769,0001,0003,0010,0010
03298,Weseler Str.,501,Nippes,50733,0001,0015,0002,0004
03300,Westendstr.,403,Bickendorf,50827,,,0002,0010
03301,Westerburgstr.,612,Worringen,50769,0001,0001a,0002,0016
03302,Westerwaldstr.,801,Humboldt/Gremberg,51105,0003,0029,0002,0092
03303,Westhover Weg,701,Poll,51105,,,0002,0050
03304,Westkai,504,Niehl,50735,,,,
03305,Wettsteinstr.,503,Riehl,50735,0001,0011,0002,0008
03306,Wetzlarer Str.,801,Humboldt/Gremberg,51105,0001,0001,0002,0020
03307,Wevelinghovener Str.,104,Neustadt/Nord,50670,0001,0021,0002,0020
03308,Weyerstr.,101,Altstadt/Süd,50676,0019,0083,0030,0122
03309,Weyerstraßerweg,205,Zollstock,50969,0105,0161,0002,0102
03310,Weyertal,302,Sülz,50937,0001,0047,0002,0040
03310,Weyertal,303,Lindenthal,50931,0111,0151,0076,0106
03310,Weyertal,303,Lindenthal,50937,0051,0063,0042,0050
03311,Wezelostr.,608,Volkhoven/Weiler,50765,0001,0035,0026,0040
03312,Wichheimer Kirchweg,904,Holweide,51067,0105,0147,0092,0118
03313,Wichheimer Str.,903,Buchheim,51067,0001,0171,0002,0232
03313,Wichheimer Str.,904,Holweide,51067,0239,0339,0276,0352
03314,Wichterichstr.,302,Sülz,50937,0001,0059,0002,0044
03315,Wickrather Str.,104,Neustadt/Nord,50670,0001,0017,0002,0012
03316,Widdersdorfer Str.,305,Müngersdorf,50933,0325,0431,0248,0282
03316,Widdersdorfer Str.,401,Ehrenfeld,50825,0163,0225b,0158,0246
03317,Widdeshover Weg,612,Worringen,50769,0001,0067,0002,0040
03318,Widdiger Str.,204,Raderthal,50968,0001,0033,0002,0040
03319,Wiedenfelder Weg,612,Worringen,50769,0001,0015,0002,0014
03320,Wiedenhofgasse,909,Flittard,51061,0005,0013,0002,0014
03321,Wiedstr.,801,Humboldt/Gremberg,51105,0001,0015,0002,0016
03322,Wiehler Str.,807,Brück,51109,0001,0059,0002,0058
03323,Wielandstr.,201,Bayenthal,50968,0001,0009,0002,0012
03324,Wiener Platz,901,Mülheim,51065,0001,0005,0002,0008
03325,Wiersbergstr.,802,Kalk,51103,0001,0043,0002,0044
03326,Wiesbadener Str.,901,Mülheim,51065,0001,0031,0002,0014
03327,Wiesdorfer Str.,908,Stammheim,51063,0001,0005,0024,0024
03328,Wieselweg,807,Brück,51109,0001,0011,0002,0012
03329,Wiesenstr.,905,Dellbrück,51069,0001,0005,0004,0016
03330,Wiethasestr.,304,Braunsfeld,50933,0001,0073,0002,0078
03331,Wikingerweg,906,Höhenhaus,51061,,,0006,0014
03332,Wildenburgstr.,302,Sülz,50935,0001,0035,0002,0034
03333,Wildrosenweg,906,Höhenhaus,51061,0001,0023,0002,0038
03334,Wildunger Str.,902,Buchforst,51065,0001,0033,0002,0024
03335,Wilensteinweg,507,Bilderstöckchen,50739,0001,0015,0002,0012
03336,Wilhelm-Brück-Weg,907,Dünnwald,51069,0001,0021,,
03337,Wilhelm-Busch-Str.,701,Poll,51105,,,,
03338,Wilhelm-David-Str.,904,Holweide,51067,0001,0091,0002,0102
03339,Wilhelm-Ewald-Weg,603,Seeberg,50769,0001,0001,0002,0008
03340,Wilhelm-Hoßdorf-Str.,101,Altstadt/Süd,50676,0001,0011,,
03342,Wilhelm-Leuschner-Str.,506,Longerich,50739,0001,0043,0002,0018
03343,Wilhelm-Marx-Str.,904,Holweide,51067,0001,0005,0002,0026
03344,Wilhelm-Mauser-Str.,403,Bickendorf,50827,0017,0059,0004,0050
03345,Wilhelm-Ostwald-Str.,909,Flittard,51061,,,0002,0012
03346,Wilhelmplatz,501,Nippes,50733,,,,
03347,Wilhelm-Schreiber-Str.,406,Ossendorf,50827,0001,0047,0008,0056
03348,Wilhelmshavener Str.,505,Weidenpesch,50737,0001,0033,0002,0022
03349,Wilhelmshof,603,Seeberg,50769,0001,0011a,0002,0012c
03350,Wilhelm-Sollmann-Str.,506,Longerich,50737,0001,0107,0002,0042
03351,Wilhelmstr.,501,Nippes,50733,0001,0087,0002,0078
03352,Wilhelm-Waldeyer-Str.,302,Sülz,50937,,,0002,0018
03353,Willi-Baumeister-Str.,809,Neubrück,51109,0001,0001,0002,0004
03354,Willigisstr.,205,Zollstock,50969,0001,0009,0002,0008
03355,Willi-Sieke-Str.,406,Ossendorf,50827,0001,0063,0002,0010
03356,Willi-Suth-Allee,603,Seeberg,50769,0023,0023,0002,0032
03357,Willmuther Weg,604,Heimersdorf,50767,,,,
03358,Winckelmannstr.,402,Neuehrenfeld,50825,0001,0011,0002,0034
03359,Windmühlenstr.,901,Mülheim,51063,0069,0165,0092,0168
03360,Windthorststr.,904,Holweide,51067,0001,0047,0002,0036
03361,Winterberger Str.,806,Merheim,51109,0001,0063,0002,0040
03362,Wipperfelder Weg,906,Höhenhaus,51061,0003,0009,0002,0016
03363,Wipperfürther Str.,802,Kalk,51103,0021,0109,0002,0090
03364,Wippermannstr.,802,Kalk,51103,0001,0001,0006,0026
03365,Wirtsgasse,506,Longerich,50739,0007,0023,0002,0032
03366,Wismarer Str.,505,Weidenpesch,50737,0001,0015,0002,0016
03367,Wisperweg,906,Höhenhaus,51061,0001,0011,0002,0016
03368,Wissener Weg,701,Poll,51105,,,,
03368,Wissener Weg,801,Humboldt/Gremberg,51105,,,,
03369,Wißmannstr.,401,Ehrenfeld,50823,0001,0047,0004,0040
03370,Wittekindstr.,302,Sülz,50937,0001,0035,0002,0042
03371,Wittgensteinstr.,303,Lindenthal,50931,0001,0035,0010,0044
03372,Wodanstr.,808,Rath/Heumar,51107,0001,0127,0002,0074
03373,Wöhlerstr.,402,Neuehrenfeld,50823,0015,0035,0014,0038
03374,Woensamstr.,303,Lindenthal,50931,0003,0009,0002,0012
03375,Wörthstr.,104,Neustadt/Nord,50668,0001,0017,0010,0034
03376,Wolbersstr.,302,Sülz,50937,0033,0037,0002,0012
03377,Wolffsohnstr.,403,Bickendorf,50827,0001,0023,0002,0024
03378,Wolfgang-Borchert-Weg,809,Neubrück,51109,0001,0029,0002,0010
03379,Wolfgang-Müller-Str.,202,Marienburg,50968,0009,0019,0012,0030
03380,Wolfhartstr.,502,Mauenheim,50739,,,0002,0012
03381,Wolfskaul,908,Stammheim,51061,0001,0007,0002,0012
03382,Wolfsstr.,103,Altstadt/Nord,50667,0001,0019,0004,0018
03384,Wolkenburgstr.,301,Klettenberg,50939,0001,0011,0002,0010
03385,Wormser Str.,102,Neustadt/Süd,50677,0001,0055a,0002,0024
03386,Worringer Hafen,612,Worringen,50769,,,,
03387,Worringer Str.,104,Neustadt/Nord,50668,0003,0025,0004,0030
03388,Wrangelstr.,901,Mülheim,51065,0003,0011,0002,0014
03389,Wüllnerstr.,303,Lindenthal,50931,0001,0127,0080,0130
03389,Wüllnerstr.,303,Lindenthal,50935,0135,0147,0132,0140
03390,Würzburger Str.,803,Vingst,51103,0001,0027,0002,0006
03390,Würzburger Str.,804,Höhenberg,51103,0033,0067,0010,0036
03391,Wupperplatz,906,Höhenhaus,51061,0001,0017,0002,0012
03392,Wuppertaler Str.,903,Buchheim,51067,0001,0021,0002,0048
03393,Wupperweg,906,Höhenhaus,51061,0007,0015,0006,0008
03394,Xantener Str.,501,Nippes,50733,0001,0117,0002,0106
03394,Xantener Str.,503,Riehl,50735,0127,0149,0108,0138
03395,Yorckstr.,501,Nippes,50733,0001,0033,0006,0032
03396,Zamenhofstr.,406,Ossendorf,50827,0001,0023,,
03397,Zaunkönigweg,404,Vogelsang,50829,0001,0017,0002,0014
03398,Zechenstr.,802,Kalk,51103,0001,0015,0002,0014
03399,Zedernweg,604,Heimersdorf,50767,0001,0013,0002,0034
03400,Zehnthofstr.,805,Ostheim,51107,0021,0081,0002,0076
03401,Zehntstr.,901,Mülheim,51065,0001,0045,0002,0026
03402,Zeisbuschweg,906,Höhenhaus,51061,0001,0061,0040,0050
03403,Zeisigweg,404,Vogelsang,50829,0001,0063,0002,0068
03404,Zeltinger Str.,205,Zollstock,50969,0001,0011,0002,0008
03405,Zeppelinstr.,103,Altstadt/Nord,50667,0001,0013,0002,0004
03406,Zermatter Klause,901,Mülheim,51063,0001,0007,0002,0022
03407,Zeughausstr.,103,Altstadt/Nord,50667,0001,0013,0002,0038
03408,Zietenstr.,505,Weidenpesch,50737,0001,0011,0002,0012
03409,Zillestr.,904,Holweide,51067,0001,0127,0002,0024
03410,Zimmermannstr.,612,Worringen,50769,0007,0031,0012,0014
03411,Zinhainer Weg,605,Lindweiler,50767,0001,0009,0002,0018
03412,Zinnienweg,905,Dellbrück,51069,,,0002,0020
03413,Zörgiebelstr.,603,Seeberg,50769,0001,0003,0002,0012
03414,Zollstockgürtel,205,Zollstock,50969,0003,0067,0002,0134
03415,Zollstocker Weg,205,Zollstock,50969,,,,
03415,Zollstocker Weg,206,Rondorf,50997,0101,0101,,
03416,Zollstocksweg,205,Zollstock,50969,0001,0013,0002,0030
03417,Zonser Str.,501,Nippes,50733,0001,0067,0008,0066
03418,Zoobrücke,104,Neustadt/Nord,50668,,,,
03418,Zoobrücke,105,Deutz,50679,,,,
03419,Zoppenbroicher Str.,504,Niehl,50735,0001,0007,0002,0004
03420,Zorndorfstr.,505,Weidenpesch,50737,0001,0017,0002,0018
03421,Zu den Bendengärten,612,Worringen,50769,0003,0015,0004,0018
03422,Zülpicher Platz,102,Neustadt/Süd,50674,0001,0017,0002,0018
03423,Zülpicher Str.,102,Neustadt/Süd,50674,0001,0049b,0002,0062
03423,Zülpicher Str.,302,Sülz,50935,0355,0431,0348,0402
03423,Zülpicher Str.,302,Sülz,50937,0051,0353,0068,0346a
03424,Zülpicher Wall,102,Neustadt/Süd,50674,0001,0061,0002,0050
03425,Zündorfer Weg,701,Poll,51105,0001,0015,0002,0016
03426,Züricher Weg,901,Mülheim,51063,0001,0023,0002,0052
03427,Zugasse,101,Altstadt/Süd,50678,0001,0045,0002,0002
03428,Zuger Klause,901,Mülheim,51063,0001,0011,0002,0032
03429,Zugweg,102,Neustadt/Süd,50677,0001,0031,0002,0056
03430,Zum Gremberger Wäldchen,701,Poll,51105,0001,0025,0002,0060
03431,Zum Kleinen Königsforst,808,Rath/Heumar,51107,0001,0013,0002,0004
03432,Zum Milchesel,701,Poll,51105,0001,0011,0002,0010
03433,Zum Milchmädchen,701,Poll,51105,0001,0075,0002,0006
03434,Zum Rabenbruch,808,Rath/Heumar,51107,0001,0011,0002,0002
03435,Zweibrücker Str.,507,Bilderstöckchen,50739,0001,0021,0002,0012
03436,Zwickauer Str.,904,Holweide,51067,,,,
03437,Zwirnerstr.,101,Altstadt/Süd,50678,0015,0041,0004,0026
03438,Zypressenstr.,604,Heimersdorf,50767,0001,0051,0002,0050
03439,Wichtelerbruch,808,Rath/Heumar,51107,0001,0015,0002,0010
03440,Wilhelm-Backhaus-Str.,303,Lindenthal,50931,0001a,0023,0002,0010
03441,Wittener Str.,902,Buchforst,51065,0005,0009,0004,0010
03443,An der Schnepp,603,Seeberg,50769,0001,0017,0004,0018
03444,An der Decksteiner Mühle,303,Lindenthal,50935,0001,0009,0002,0010
03445,Berndorffstr.,201,Bayenthal,50968,,,0002,0006
03446,Friedrich-Engels-Str.,302,Sülz,50937,0001,0007,,
03447,Klerschweg,201,Bayenthal,50968,0001,0013,0002,0002
03448,Krohstr.,201,Bayenthal,50968,,,0002,0004
03449,Messe-Kreisel,105,Deutz,50679,0001,0003,0002,0002
03450,Hasenacker,905,Dellbrück,51069,0001,0021,0002,0028
03451,Heinrich-Brüning-Str.,205,Zollstock,50969,0001,0011,0002,0010
03452,Max-Pester-Str.,906,Höhenhaus,51061,,,0002,0018
03453,Im Bergbusch,905,Dellbrück,51069,0001,0013,,
03454,Mielenforster Heide,905,Dellbrück,51069,0001,0021,0002,0028
03455,In der Hardt,905,Dellbrück,51069,0001,0019,0002,0028
03456,Nattermannallee,405,Bocklemünd/Mengenich,50829,0001,0001,,
03457,Siebenschönweg,904,Holweide,51067,0007,0013,,
03458,Wahnheider Str.,701,Poll,51105,0001,0001,0002,0042
03459,Adalbert-Stifter-Str.,904,Holweide,51067,0009,0013,0002,0020
03460,Blériotstr.,406,Ossendorf,50827,0001,0013,0002,0020
03461,Büdericher Str.,501,Nippes,50733,0001,0011,0002,0002
03462,Giershausener Weg,604,Heimersdorf,50767,0001,0021,,
03463,Gustorfer Weg,604,Heimersdorf,50767,0001,0037,0002,0020
03464,Poller Hauptstr.,701,Poll,51105,0001,0065,0002,0056
03465,Kolumbahof,103,Altstadt/Nord,50667,0003,0005,0002,0002
03466,Heimersdorfer Str.,506,Longerich,50739,0001,0035,0004,0048
03466,Heimersdorfer Str.,604,Heimersdorf,50767,,,,
03467,Frimmersdorfer Weg,604,Heimersdorf,50767,0003,0015,0002,0006
03468,Hülsenweg,906,Höhenhaus,51061,0001,0005,,
03469,Im Wieschen,905,Dellbrück,51069,0001,0005,0002,0004
03470,In der Kreuzau,701,Poll,51105,0001,0009,0002,0004
03471,Isidor-Caro-Str.,908,Stammheim,51061,0001,0037,0002,0062
03472,Kyotostr.,103,Altstadt/Nord,50670,0001,0027,,
03473,Lochumer Weg,605,Lindweiler,50767,0001,0005,0002,0024
03474,Modemannstr.,903,Buchheim,51065,0003,0025,0002,0034
03475,Neuköllner Str.,101,Altstadt/Süd,50676,0015,0017,0002,0006
03476,Otto-Gerig-Str.,105,Deutz,50679,,,0010,0026
03477,Rahel-Varnhagen-Str.,901,Mülheim,51063,,,0004,0004
03478,Rote-Funken-Plätzchen,103,Altstadt/Nord,50667,,,,
03480,Suitbert-Heimbach-Platz,303,Lindenthal,50935,0001,0013,,
03481,Prälat-van-Acken-Str.,303,Lindenthal,50935,0001,0007,0002,0014
03483,Helmholtzstr.,401,Ehrenfeld,50825,0001,0083,0002,0106
03484,Unterste Sauerwiese,905,Dellbrück,51069,0001,0033,,
03485,Warendorfer Str.,806,Merheim,51109,,,0002,0012
03486,Athener Ring,609,Chorweiler,50765,0001,0005,0004,0034
03488,Florenzer Str.,609,Chorweiler,50765,,,0002,0084
03489,Göteborgstr.,609,Chorweiler,50765,,,0002,0012
03490,Grazer Steig,609,Chorweiler,50765,,,,
03492,Liller Str.,609,Chorweiler,50765,0007,0007,0002,0002
03493,Liverpooler Platz,609,Chorweiler,50765,0001,0019,,
03494,Londoner Platz,609,Chorweiler,50765,0001,0001,0002,0006
03495,Lyoner Passage,609,Chorweiler,50765,0001,0005,0002,0014
03496,Mailänder Passage,609,Chorweiler,50765,0001,0083,0008,0068
03497,Merianstr.,602,Fühlingen,50769,0001a,0001a,,
03497,Merianstr.,603,Seeberg,50769,,,0002,0002
03497,Merianstr.,608,Volkhoven/Weiler,50765,0091,0097,0094,0110
03497,Merianstr.,609,Chorweiler,50765,0001,0001,,
03497,Merianstr.,609,Chorweiler,50765,0005,0017,,
03498,Osloer Str.,609,Chorweiler,50765,0001,0007,0002,0034
03499,Oxforder Passage,609,Chorweiler,50765,,,,
03500,Pariser Passage,609,Chorweiler,50765,,,,
03501,Pariser Platz,609,Chorweiler,50765,0001,0001,0030,0032c
03502,Salzburger Hof,609,Chorweiler,50765,,,0002,0002
03503,Stockholmer Allee,609,Chorweiler,50765,0001,0031,0030,0034
03504,Trondheimer Weg,609,Chorweiler,50765,,,,
03505,Turkuplatz,609,Chorweiler,50765,0001,0001,,
03506,Uppsalasteig,609,Chorweiler,50765,,,0002,0008
03507,Steinbrecher Weg,905,Dellbrück,51069,,,0002,0026
03508,Am Nüssenberger Hof,406,Ossendorf,50829,0001,0201,,
03509,Türnicher Str.,205,Zollstock,50969,0001,0005,0012,0032
03510,Allerstr.,609,Chorweiler,50765,0001,0001,0002,0024
03511,Boberweg,609,Chorweiler,50765,,,,
03512,Christine-Teusch-Platz,402,Neuehrenfeld,50823,0001,0001,,
03513,Diemelweg,609,Chorweiler,50765,0015,0025,,
03516,Elbeallee,609,Chorweiler,50765,0011,0027,,
03517,Gleiwitzer Str.,903,Buchheim,51065,0001,0017,,
03519,Havelstr.,609,Chorweiler,50765,0011,0035,0006,0026
03520,Helaweg,609,Chorweiler,50765,,,0002,0004
03521,Katzbachweg,609,Chorweiler,50765,,,,
03522,Kirchnerstr.,305,Müngersdorf,50933,0001,0013,0002,0002
03523,Leineweg,609,Chorweiler,50765,,,0002,0022
03524,Marienberger Hof,605,Lindweiler,50767,,,,
03525,Masurenstr.,609,Chorweiler,50765,0001,0017,0002,0004
03526,Mauenheimer Gürtel,501,Nippes,50733,0001,0001,,
03527,Moldaustr.,609,Chorweiler,50765,0017,0031,0016,0028
03528,Muldeweg,609,Chorweiler,50765,0001,0001d,,
03529,Neißestr.,609,Chorweiler,50765,0001,0009,0002,0020
03530,Netzestr.,609,Chorweiler,50765,0001,0001,0004,0004
03531,Niehler Gürtel,501,Nippes,50733,0099,0103,0102,0104a
